,smiles
1080,CCCCCCCCCCCC1=C(O)C(=O)C2=C(N=CS2)C1=O
1081,[H][C@@]1(C)CCC2=C(C1)C(C(=O)N(CC)CC)=C(NC(=O)C1=CC=CS1)S2
1082,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O
1083,[H][C@@](CC(C)C)(CC(=O)NO)C(=O)N[C@@]([H])(CC1=CC=CC=C1)C(=O)NC
1084,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1
1085,C[C@@H](CC1=CC(O)=C(O)C=C1)[C@H](C)CC1=CC(O)=C(O)C=C1
1086,CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1
1087,[H][C@@](CC1=CC(C(O)=O)=C(CC(O)=O)C=C1)(N=C(C)O)C(O)=N[C@@]1([H])CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O
1088,CC1CN(CCN1)C1=C(F)C=C2C(=O)C(=CN(C2=C1)C1=C(F)C=C(F)C=C1)C(O)=O
1089,COC1=C(OCC2=NC=CC=C2)C=C(C)C=C1
1090,[H][C@@](C)(NC(=O)CCC[P@](O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O)C(O)=O
1091,[N]=O
1092,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1
1093,CC1(C)CCC(C)(C)C2=CC(=CC=C12)C(=N/O)\C1=CC=C2C=C(C=CC2=C1)C(O)=O
1094,CC(=O)C1=CC=CC(=C1)C1=CN=C2C=CC(NCC3CC3)=NN12
1095,BrC1=CN=C2N1C=C(C=C2NCC1=CN=CN=C1)C1=CC=CC=C1
1096,NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1
1097,[H]\C1=C([H])/[C@@]([H])(OC)[C@]([H])(CCCC[C@]([H])(OC(=O)[C@@]([H])(C)[C@@]2(O)O[C@]([H])([C@@]([H])(C)[C@]([H])(O)[C@@]2([H])OC)[C@@]1([H])C)C1=CC=CC=C1)OC
1098,[H][C@@]12C[C@]([H])(O)[C@]([H])(O)C(=O)C=CC[C@]([H])(C)OC(=O)C3=C(C=C(OC)C=C3O)[C@@]1([H])O2
1099,COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O
1100,COC1=CC(CC2C3=C(OC)C(OC)=C(OC)C=C3CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCC3=CC(OC)=C(OC)C(OC)=C3C2CC2=CC(OC)=C(OC)C(OC)=C2)=CC(OC)=C1OC
1101,CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
1102,[H][C@@](N)(COC1=CN=CC(=C1)C1=CC2=C(NN=C2C)C=C1)CC1=CC=C(Br)C=C1
1103,COC1=CC=C(C=C1)C1=C(C2=C(NCCO)N=CN=C2O1)C1=CC=C(OC)C=C1
1104,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1
1105,NS(=O)(=O)C1=CC=C(C=C1)N1N=C(C=C1C1=CC=C(Br)C=C1)C(F)(F)F
1106,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@@H](OC(=O)C[C@H](O)[C@]([H])(NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]1CCCN1C(=O)C(C)=O)[C@@H](C)OC(=O)[C@H](CC1=CC=C(OC)C=C1)N(C)C2=O)[C@@H](C)CC)C(C)C
1107,OP(O)(=O)C(F)(F)C1=CC=C(CC(CC2=CC=C(C=C2)C(F)(F)P(O)(O)=O)(N2N=NC3=C2C=CC=C3)C2=CC=C(F)C(F)=C2)C=C1
1108,NC1=CC=CC(=C1)C1=C2N=C(NC3=CC=CC(Cl)=C3)C=CN2N=C1
1109,C[N+](C)(C)CCOP(O)(O)=O
1110,[H][C@]1(CC2=C(C=CC=C2)[C@@]1([H])O)NC(=O)C1=CC2=C(N1)SC(Cl)=C2
1111,[H][C@](N)(C[C@@]1([H])CO1)C(O)=O
1112,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O
1113,[H][C@@](N)(CC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(=O)NCC1=CC=CC=C1
1114,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
1115,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
1116,CC1=C2N=C(NC3=CC=C(OCCN4CCCC4)C=C3)N=NC2=CC(=C1)C1=CC(OC(=O)C2=CC=CC=C2)=CC=C1Cl
1117,OCCCC(O)=O
1118,NC(N)=NC(=O)C1=C(N)N=C(N)C(Cl)=N1
1119,[H][C@]12CC[C@]([H])(O1)N1C3=C(C=CC=C3)C3=C4C(=O)NC(=O)C4=C4C5=C(C=CC=C5)N2C4=C13
1120,[H][C@]1(CNCCC[C@@]1([H])OC(=O)C1=CC=C(C=C1)C(=O)C1=CC=CC=C1O)NC(=O)C1=CC=C(O)C=C1
1121,CCOC(=O)C1=CN=C(C=C1)C#CC1=CC2=C(SCCC2(C)C)C=C1
1122,CCN(CC)C1=CC(O)=C(\C=C(/C)C(O)=O)C=C1
1123,O=C1NC2=C(C=C1)[C@@H](CCC2)NCCCCCCCCCCNC1=C2CCCCC2=NC2=CC=CC=C12
1124,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1
1125,[Br-].[H][C@]12C[C@@H](C[C@@]([H])(C3OC13)[N+]2(C)C)OC(=O)[C@H](CO)C1=CC=CC=C1
1126,NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl
1127,CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1
1128,C(N1CCCNCCNCCCNCC1)C1=CC=C(CN2CCCNCCNCCCNCC2)C=C1
1129,C[C@H](N)C(O)=O
1130,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12
1131,[H][C@@](C)(CCC(=O)N(CCCN=C(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO)CCCN=C(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C[C@]([H])(O)[C@]12C
1132,CC(C)COC1=C(C=C(C=C1)C1=NC(C)=C(S1)C(O)=O)C#N
1133,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
1134,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C
1135,CC(=O)CC(C1=CC=C(C=C1)[N+]([O-])=O)C1=C(O)C2=CC=CC=C2OC1=O
1136,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]1O[C@@]11[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)C(=O)OC
1137,CC1=C(N(CC2=CC=C(OCCN3CCCCCC3)C=C2)C2=C1C=C(O)C=C2)C1=CC=C(O)C=C1
1138,COC1=C(OC)C(=O)C(CC=C(C)C)=C(C)C1=O
1139,N[C@@H](CC1=CC=CC=C1)C(O)=O
1140,OC(=O)C(=O)NC1=C(C(O)=O)C2=C(CNCC2)S1
1141,OC1=CC(O)=C(Cl)C=C1C1=C(C=NN1)N1CCNCC1
1142,[H][C@@]12CC(=O)CC[C@@]1([H])C(C)(C)OC1=CC(=CC(O)=C21)C(C)(C)CCCCCC
1143,[H][C@]1(C)O[C@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
1144,CC1=C(C)C2=C(CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)O2)C(C)=C1O
1145,O=C1N=CN=C2NNC=C12
1146,[H][C@](C)(CC)[C@@]([H])(NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)C(O)=O
1147,NC1=C2N=CN([C@@H]3O[C@@H]4COP(O)(=O)O[C@H]4[C@H]3O)C2=NC=N1
1148,ONC(=O)CC1(CCOCC1)S(=O)(=O)C1=CC=C(OC2=CC=C(Cl)C=C2)C=C1
1149,NCC1=CC=C2OCC3(CCN(CC3)C(=O)C3=CC=C(O3)C#CC3=CC=CC=C3)C2=C1
1150,NC1=CC=CC=C1C(O)=O
1151,NC1=CC=CC=C1
1152,CCC1=C(O)C=C(O)C(=C1)C1=C(C(C)=NN1)C1=CC=C2OCCOC2=C1
1153,NCCCSC[C@H](N)CO
1154,[H]N=C(CC1=CNC2=CC=CC=C12)C(O)=O
1155,CC(C)NCCCC1(C(N)=O)C2=CC=CC=C2C2=CC=CC=C12
1156,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
1157,CCOC(=O)N1CCC(CC1)NC1=NC=CC(C)=C1
1158,[H][C@@](CCSC)(NC=O)C(O)=O
1159,CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1
1160,CCNC(=O)N1CCC(CC1)NC1=NC(C2=CNC3=CC=CC=C23)=C(Cl)C=N1
1161,CCCC1=CC(=O)OC2=C1C1=C(C=CC(C)(C)O1)C1=C2[C@@H](O)[C@H](C)[C@@H](C)O1
1162,NC1=NC(N)=C(N=O)C(OCC2CCCCC2)=N1
1163,[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(O[C@@]2([H])[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(OCCCCCCCCCCCC)O[C@]2([H])CO)[C@]1([H])O
1164,[H][C@@]1(CCNC(=O)C2=COC=C2)NC2=C(F)C=CC(F)=C2C(N)=N1
1165,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1
1166,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1
1167,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1
1168,[H][C@@](C)(NC(=O)[C@]([H])(CC1=CC=CC=C1)NC(=O)[C@@]([H])(S)CCCCC)C(O)=O
1169,[Ga+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O
1170,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC
1171,CS(C)=O
1172,OC1=CC=C2C(OC3=CC(O)=CC=C3C22OC(=O)C3=C2C=CC=C3)=C1
1173,OC(C1=CC=CC=C1)(C1=CC=CC=C1)C12CC[N+](CCOCC3=CC=CC=C3)(CC1)CC2
1174,[H][C@](CC([O-])=O)(C(O)=O)C1=CC(C2=NC3=C(N2)C=C(C=C3)C(N)=N)=C([O-])C(Br)=C1
1175,NC(=[NH2+])C1=CC2=C(S1)C=CC=C2I
1176,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
1177,[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C=NC3=CN=CN=C23)[C@]([H])(O)[C@]1([H])O
1178,ClC1=C(SC=C1N1CC(=O)NS1(=O)=O)C1=CC=CC=C1
1179,CC1=CC(=CC2=C1N=C(N2)C1=C(NCC2=NC=CC=C2)C=CNC1=O)N1C=CN=C1
1180,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O
1181,OC(CCN1CCCCC1)(C1CCCC1)C1=CC=CC=C1
1182,O[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O
1183,NCCOCCOCCNC(=O)C1=CC=C(C=C1)S(N)(=O)=O
1184,[H]C(=C([H])C([H])(C)C([H])(OC(C)=O)[C@]([H])(C)C(=O)CC[C@]([H])(C)[C@]([H])(C[C@]1([H])OC(=O)C[C@@]([H])(O)CCCC(=O)C[C@]([H])(C)C2=COC(=N2)C2=COC(=N2)C2=COC(=N2)\C([H])=C([H])\C[C@]([H])(OC)[C@@]1([H])C)OC)N(C)CO
1185,CCC1C2=CC(OC)=C(OC)C=C2C(=NN=C1C)C1=CC(OC)=C(OC)C=C1
1186,FC(F)(F)C1=CC(NC(=O)NC2=CC=C(OC3=CC=NC=C3)C=C2)=CC=C1
1187,CC1=CC(OCC(O)=O)=CC(C)=C1CC1=CC=C(O)C(CC2=CC=CC=C2)=C1
1188,[H][C@]12COC(=O)[C@]1([H])[C@]([H])(C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@]2([H])O[C@]1([H])O[C@]2([H])CO[C@]([H])(O[C@@]2([H])[C@]([H])(O)[C@@]1([H])O)C1=CC=CS1
1189,[H][C@@]1(C)CNC2=C(SC3=C2C2=C(C=C3)N=C(C=C2)C2=CN=C(C)C=C2)C(=O)N1
1190,[H][C@@](C)(CCCC(C)C)CCC[C@@]([H])(C)C[C@@]([H])(O)P(O)(O)=O
1191,[H][C@@](O)(CO)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1
1192,C[C@](O)(COC1=C(F)C(F)=C(F)C(F)=C1F)C(=O)NC1=CC=C(C(=C1)C(F)(F)F)[N+]([O-])=O
1193,NC(=O)C1=CC=CC2=NC=C(N=C12)C1=CC=C(Cl)C=C1
1194,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC
1195,[H][C@@](OC1=CC=CC=C1OCC)(C1=CC=CC=C1)[C@@]1([H])CNCCO1
1196,NCCCCCCNS(=O)(=O)C1=CC=CC2=C1C=CC=C2Cl
1197,[H][C@@](C[P@](O)(=O)[C@@]([H])(NS(=O)(=O)C1=CC=CC=C1)C(C)C)(C(O)=O)C1=CC(CN)=CC=C1
1198,CC1(C)CCC(C)(C)C2=C1C=CC(=C2)[C@H](O)C(=O)NC1=C(F)C=C(C=C1)C(O)=O
1199,[H]N(C)C(=O)C1=C(C)N([H])C(\C=C2/C(=O)N([H])C3=C2C=C(Cl)C=C3)=C1C
1200,[H][C@@](CC1=CC=CC=C1)(NC(C)=O)C(=O)C(F)(F)F
1201,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1
1202,NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=CC=C(F)C=C1
1203,ClC1=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=CS1
1204,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2
1205,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1
1206,CNC1=NC(NC2=CC=C(CC#N)C=C2)=NC(NC2=NNC(=C2)C2CC2)=C1
1207,C[C@H](N)[C@H](O)C1=CC(O)=C(O)C=C1
1208,[H][C@]1(OC2=C(S[C@]1([H])C1=CC=C(O)C=C1)C=C(O)C=C2)C1=CC=C(OCCN2CCCCC2)C=C1
1209,CO\C=C(\C(=O)OC)C1=CC=CC=C1OC1=NC=NC(OC2=CC=CC=C2C#N)=C1
1210,CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O
1211,CCCC1=C2ON=C(C2=CC=C1OCCCOC1=CC2=C(C=C1)N(CC(O)=O)C=C2)C(F)(F)F
1212,N[C@](CS(=O)(=O)C1=CC=C(OC2=CC=CC=C2)C=C1)(C(=O)NO)C(F)(F)F
1213,CC(CN1C2=CC=CC=C2SC2=C1N=CC=C2)N(C)C
1214,CCCCCC1=CC=C(C=C1)C(=O)NC1=CC=C(C=C1)S(=O)(=O)N(CCN1CCOCC1)[C@H](C(C)C)C(=O)NO
1215,COC1=CC=NC(NC2CCN(CC2)C(=O)C2=CC=C(C=C2)C#N)=C1
1216,CC(C)[C@H](N)C(O)=O
1217,CC1=CC=C(C=C1C1=CC=C(C=C1)C(=O)NCC1CC1)C(=O)NC1CC1
1218,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O
1219,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12
1220,[H][C@@](N)(CC1=CC=CC=C1)C(O)=N[C@@]1([H])CSSC[C@]([H])(N=C(O)[C@@]([H])(N=C(O)[C@]([H])(CCCCN)N=C(O)[C@@]([H])(CC2=CNC3=CC=CC=C23)N=C(O)[C@]([H])(CC2=CC=C(O)C=C2)N=C1O)C(C)C)C(O)=N[C@@]([H])(CC1=CNC2=CC=CC=C12)C(O)=N
1221,COC1=CC=C2C(NC3=C2C=CN=C3C)=C1
1222,[H][C@@](N)(C(=O)N1[C@@]2([H])C[C@@]2([H])C[C@@]1([H])C#N)[C@]12C[C@@]3([H])C[C@]([H])(C[C@](O)(C3)C1)C2
1223,CC1(C)CC2=C(C(=NN2C2=CC(N[C@H]3CC[C@@H](CC3)OC(=O)CN)=C(C=C2)C(N)=O)C(F)(F)F)C(=O)C1
1224,O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5
1225,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C
1226,[H][C@@](C)(N1CC[C@]([H])(NS(=O)(=O)C2=CC3=C(S2)C=C(Cl)C=C3)C1=O)C(=O)N1CCOCC1
1227,[H][C@@]1(CC[C@](CC1)(C#N)C1=CC(OC2CCCC2)=C(OC)C=C1)C(O)=O
1228,[H][C@]1(O)O[C@]([H])(COS(O)(=O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])NS(O)(=O)=O
1229,[H][C@]1(CO)O[C@@]([H])(N2CNC3=C2N=CN=C3O)[C@]([H])(O)[C@]1([H])O
1230,CCNC(=O)C1=NOC(=C1C1=CC=C(OC)C=C1)C1=C(O)C=C(O)C(Cl)=C1
1231,[H]C([H])([H])[S@](=O)C([H])([H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H]
1232,[H][C@](CCC1=CC=C(C=C1)C(N)=N)(CC(=O)OC)C1=CC=CC(=C1)C(N)=N
1233,CC(C)C[C@H](NC(=O)[C@@H](CC1=CC=C(NC(N)=O)C=C1)NC(=O)[C@H](CC1=CC=C(NC(=O)[C@@H]2CC(=O)NC(=O)N2)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CC=CN=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC=C2C=CC=CC2=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O
1234,CCC1=C2N=C(C=C(NCC3=CN=C(N)N=C3)N2N=C1)C1=C(F)C=CC=C1F
1235,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
1236,OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1
1237,CSCC[C@H](N)C(O)=O
1238,NC(=N)C1=CC2=C(C=C1)N=C(N2)C(=O)C1=NC2=C(N1)C=CC(=C2)C([NH3+])=[NH2+]
1239,[H][C@]1(N)CCCC[C@@]1([H])NC1=NC(NC2=CC=CC(C)=C2)=C(C=N1)C(N)=O
1240,NC1=NC2=C(N=CN2[C@@H]2O[C@@H]3COP(O)(=O)O[C@H]3[C@H]2O)C(=O)N1
1241,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)C1O[C@@H]1O[C@@H]([C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)C(O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H]2NC(C)=O)[C@H](O)[C@H]1O)C(O)=O
1242,CSC1=NC2=C(N1)C(Br)=C(Br)C(Br)=C2Br
1243,CC1=C(Br)C(=O)OC2=C(Br)C(O)=CC=C12
1244,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
1245,CS(=O)(=O)C1=CC=C(NC2=CC(Cl)=NC3=CC=NN23)C=C1
1246,[H][C@@](N)(CC(C)C)C(=O)N1CCC[C@@]1([H])C(=O)NCC1=CC(Cl)=CC=C1
1247,[H][C@]1(CCC2=C1C=CC=C2O)\N=C\C=C
1248,CCC(CC)(CC(=O)NC1=CC(\C=C\C2=NC(=CS2)C2CCC2)=CC=C1)C(O)=O
1249,OC1=C(O)C2=C(C=C1)C(=O)C1=C(O)C=CC(O)=C1C2=O
1250,CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1
1251,[H][C@@](CO)(NC1=NC2=C(N=CN2C(C)C)C(NC2=CC=C(C(O)=O)C(Cl)=C2)=N1)C(C)C
1252,[H][C@]1(CO)O[C@@]([H])(O[C@]2([H])[C@@]([H])(CO)O[C@@]([H])(O[C@]3([H])[C@@]([H])(CO)O[C@]([H])(OC4=CC5=C(C=C4)C(C)=CC(=O)O5)[C@]([H])(N=C(C)O)[C@@]3([H])O)[C@]([H])(N=C(C)O)[C@@]2([H])O)[C@]([H])(N=C(C)O)[C@@]([H])(O)[C@]1([H])O
1253,NC(=O)C1=CC=C(NC2=NC(OCC3CCCCC3)=C(N=O)C(N)=N2)C=C1
1254,[H][C@@]12C[C@]1([H])[C@@]1(C)C(=CC2=O)C(Cl)=C[C@@]2([H])[C@]3([H])CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@]12[H]
1255,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
1256,CN(C)CCCN1C=C(C2=C1C=CC=C2)C1=C(C(=O)NC1=O)C1=CNC2=C1C=CC=C2
1257,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C1C(O)=C1C(=O)C3=CC=CC=C3C(=O)C1=C2O)C(C)=O
1258,[H][C@](N)(CC(=O)N1CC2=CC=CC=C2C[C@@]1([H])C(N)=O)CC1=CC=CC=C1F
1259,CC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)O[C@@H]1O[P@](O)(=O)O[P@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O
1260,CCOC1=C(OCC)C=C(C=C1)C1=NC(=CS1)C1=NC(=CC=C1)C(O)=O
1261,CC[Se]C(N)=N
1262,C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O
1263,CC1=CC(CC2=NN(C3=C2C(N)=NC=N3)C(C)(C)C)=CC=C1
1264,CCN1C(=O)C2=C(NN=C2C)C2=C1C=CC=C2
1265,O[C@H]1[C@@H](OP(O)(O)=O)[C@H](O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H]1OP(O)(O)=O
1266,[H][C@@](CC(O)=O)(NC(=O)[C@@]([H])(CCCCNC(=O)C1=NC2=C(C=CC=C2O)C=C1)C1=CC=CS1)C=O
1267,COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1
1268,[H][C@@](CCCNC(N)=N)(NC(=O)C1CCCC1)C(=O)C1=NC2=C(S1)C=CC=C2
1269,C[C@@H](NCCCC1=CC(=CC=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12
1270,OC(=O)CSCC(=O)NC1CCSC1=O
1271,[H]/C1=C([H])\C(=O)CC2=C(C(O)=CC(O)=C2Cl)C(=O)O[C@]([H])(C)C[C@@]2([H])O[C@]2([H])/C([H])=C\1/[H]
1272,ClC1=CC(=CC=C1)C1=CNN=C1C1=CNC(=C1)C(=O)NCC1=CC=CC=C1
1273,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
1274,CC1=C(CSCC2=CC(=CC=C2)C(O)(O)C(F)(F)F)C(N)=C2C(F)=CC=CC2=N1
1275,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C
1276,CSC1=CC(\N=C(/N)N(C)C2=CC(SC)=CC=C2)=C(Cl)C=C1
1277,CC(C)N1CCC(CC1)NC(=O)C1=CC2=C(C=CC=C2)N1CC(=O)NC1=CC=C(Cl)C=C1
1278,[H][C@](CC(O)=O)(CC1=CC=CC=C1)C(O)=O
1279,CC1=CC=C(C=C1F)C1=NC(=CC=C1)C(=O)N1CCCC(C)(C)C1
1280,O[C@H](COP(O)(O)=O)[C@@H](O)C=O
1281,BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1
1282,CN1CCCCC1CCN1C2=C(SC3=C1C=C(C=C3)S(C)=O)C=CC=C2
1283,CCC(=O)C1(CCN(C)CC1)C1=CC(O)=CC=C1
1284,CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1
1285,[H][C@]1(OC(=C[C@H](N=C(N)N)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO
1286,OC(=O)C1=C(\C=C\C(=O)NC2=CC=CC=C2)C2=C(Cl)C=C(Cl)C=C2N1
1287,OC(=O)C1=CC=CC(O)=C1O
1288,NCCCC[C@H](N)C(O)=O
1289,N[C@@H](CC1=CC=CC(O)=C1)C(O)=O
1290,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C
1291,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F
1292,[H][C@@]1(F)C(F)=CC=C(C(=O)NOCCO)\C1=N\C1=C(F)C=C(I)C=C1
1293,[H][C@@]12CCC3=CC(C(C)C)=C(C=C3[C@@]1(C)CCC[C@@]2(C)C(O)=O)S(O)(=O)=O
1294,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC
1295,OC(=O)C(=O)NC1=C(C=C(I)C=C1)C(O)=O
1296,CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C2CC2)C2=CC=CC=C2F)S1
1297,NC(=[NH2+])C1=CC2=C(S1)C=CC=C2
1298,NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=C(F)C=C(F)C=C1
1299,O[C@H]1[C@H](O)[C@@](O)(COP(O)(O)=O)O[C@@H]1COP(O)(O)=O
1300,[H][C@]12CN(C)CCN1C1=C(CC3=CC=CC=C23)C=CC=N1
1301,[H][C@@](CC1=CC=CC=C1)(NS(N)(=O)=O)C(O)=O
